geotype	subtype	scalerank	code	name	country_name	country_code	province_name	province_code	continent	region_un	subregion	region_wb	latitude	longitude	x_min	y_min	x_max	y_max	tsvector	area
OpenPlaces::Province	District	10		Black River District	Mauritius	MU			Seven seas (open ocean)	Africa	Eastern Africa	Sub-Saharan Africa	-20.3424	57.4149	57.3034774100001	-20.5070126279999	57.4880244363787	-20.1615536437429	'black':1A 'district':3A 'mauritius':4C 'river':2A	0.0275352895396933
OpenPlaces::Province	Region	4	DN	Dakhlet Nouadhibou	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	20.8429	-16.1354	-17.0811748859999	19.4082705750001	-14.1731862035804	21.3332260589679	'dakhlet':1A 'mauritania':3C 'nouadhibou':2A	1.48373498334529
OpenPlaces::Province	Region	4	TR	Wilaya du Trarza	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	17.9339	-14.6057	-16.5423456589851	15.8088478352397	-12.6690661280993	19.0005201282013	'du':2A 'mauritania':4C 'trarza':3A 'wilaya':1A	5.88754024525104
OpenPlaces::Province	State	3	IM	Imo State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	5.55004	7.01557	6.62619021980277	5.1824746770647	7.40495405368659	5.92625356674867	'imo':1A 'nigeria':3C 'state':2A	0.431691113321984
OpenPlaces::Province	Region	4	GO	Gorgol	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	16.0296	-12.8565	-13.7227752279999	15.1311359422849	-12.0048947816689	16.8582994651482	'gorgol':1A 'mauritania':2C	1.15504341278541
OpenPlaces::Province	Region	4	HC	Hodh ech Chargui	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	18.0225	-7.19158	-9.14974605983275	15.4934223430001	-5.35328609199988	23.123981335935	'chargui':3A 'ech':2A 'hodh':1A 'mauritania':4C	15.8168853215764
OpenPlaces::Province	Region	4	AS	Assaba	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	16.5835	-11.7106	-12.8364719304352	15.1029035440001	-10.5847462680628	18.3109239771598	'assaba':1A 'mauritania':2C	3.03962137550396
OpenPlaces::Province	Region	4	GD	Guidimaka	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	15.3352	-12.1235	-12.7466390171383	14.7343989060001	-11.5003260971716	16.0554285753685	'guidimaka':1A 'mauritania':2C	0.881653201679967
OpenPlaces::Province	Region	4	HG	Hodh el Gharbi	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	16.4832	-9.69143	-11.0936325752831	15.3647480260001	-8.28923010898231	17.7228203389874	'el':2A 'gharbi':3A 'hodh':1A 'mauritania':4C	4.24658650908934
OpenPlaces::Province	Region	4	TG	Tagant	Mauritania	MR			Africa	Africa	Western Africa	Sub-Saharan Africa	18.6165	-10.3284	-12.6690661280993	17.0861666940377	-7.98772396458929	19.7254112818052	'mauritania':2C 'tagant':1A	8.11880947629836
OpenPlaces::Province	District	8	CT	Karonga District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-10.0267	33.8876	33.4790731138331	-10.584883314913	34.6208589232004	-9.4774565629999	'district':2A 'karonga':1A 'malawi':3C	0.723561264627566
OpenPlaces::Province	District	8	CT	Chitipa District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-9.88572	33.4345	32.9208634850001	-10.5730480588604	33.9484501476562	-9.38123504699986	'chitipa':1A 'district':2A 'malawi':3C	0.35221260096327
OpenPlaces::Province	District	8	SA	Salima District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-13.7572	34.4903	34.1167086116131	-14.1143319635493	34.8638975957989	-13.4036259209497	'district':2A 'malawi':3C 'salima':1A	0.347869092056082
OpenPlaces::Province	District	8	NK	Nkhotakota District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-12.8398	34.1715	33.7603996109532	-13.4896155740995	34.5827597330377	-12.1392070444695	'district':2A 'malawi':3C 'nkhotakota':1A	0.659996950763849
OpenPlaces::Province	District	8	KS	Kasungu District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-12.9319	33.4535	32.9054871800947	-13.6282634415046	34.0019869320512	-12.3742814600106	'district':2A 'kasungu':1A 'malawi':3C	0.700630222384834
OpenPlaces::Province	District	8	NA	Nkhata Bay District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-11.6281	34.1604	33.7153894391713	-12.2049396127364	34.9646147060001	-10.9656869441971	'bay':2A 'district':3A 'malawi':4C 'nkhata':1A	0.878818799743941
OpenPlaces::Province	District	8	MZ	Mzimba District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-11.8792	33.6587	33.2126286210001	-12.7220655253038	34.1050297376323	-10.963723239436	'district':2A 'malawi':3C 'mzimba':1A	0.909655492537895
OpenPlaces::Province	District	8	NS	Nsanje District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-17.0479	35.1003	34.8866131108533	-17.1353353879999	35.3143608000001	-16.3313542620895	'district':2A 'malawi':3C 'nsanj':1A	0.169139107107469
OpenPlaces::Province	District	8	DE	Dedza District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-14.2064	34.1833	33.618405582026	-14.6070142619999	34.7484013200649	-13.8507821584698	'dedza':1A 'district':2A 'malawi':3C	0.343873547282605
OpenPlaces::Province	District	8	RU	Rumphi District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-10.7114	33.953	33.2316972250001	-11.108727309118	34.6750199780001	-10.4519715312612	'district':2A 'malawi':3C 'rumphi':1A	0.551211471511076
OpenPlaces::Province	District	8	MA	Machinga District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-14.9533	35.5384	35.1726131533744	-15.258344821856	35.9042989500001	-14.5431427078348	'district':2A 'machinga':1A 'malawi':3C	0.329504821746952
OpenPlaces::Province	District	8	DO	Dowa District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-13.625	33.8651	33.4222807152828	-13.823393649997	34.3078597346391	-13.2339722631095	'district':2A 'dowa':1A 'malawi':3C	0.231086928699279
OpenPlaces::Province	District	8	LI	Lilongwe District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-14.0415	33.7683	33.2529887216522	-14.5618405670941	34.2836234884333	-13.4804688447613	'district':2A 'lilongw':1A 'malawi':3C	0.529395621458078
OpenPlaces::Province	District	8	MG	Mangochi District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-14.374	35.3501	34.7359989756721	-14.7621993944864	35.7505394087835	-13.516283029769	'district':2A 'malawi':3C 'mangochi':1A	0.722350407022787
OpenPlaces::Province	District	8	MC	Mchinji District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-13.696	33.0113	32.6633081470001	-14.2305652479439	33.359597202449	-13.3366016575405	'district':2A 'malawi':3C 'mchinji':1A	0.287119722587363
OpenPlaces::Province	District	8	NU	Ntcheu District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-14.7843	34.6861	34.380436309894	-15.3264026832372	34.9918489931365	-14.3032093234515	'district':2A 'malawi':3C 'ntcheu':1A	0.311716574021455
OpenPlaces::Province	District	8	NI	Ntchisi District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-13.2659	33.8763	33.6189095396436	-13.5222750792315	34.1336068054098	-13.0227706840198	'district':2A 'malawi':3C 'ntchisi':1A	0.160515780587831
OpenPlaces::Province	Unitary Authority	6		Nelson	New Zealand	NZ			Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	-41.2508	173.388	173.184975105868	-41.3886361629285	173.591089308825	-41.0556838726844	'nelson':1A 'new':2C 'zealand':3C	0.0419976603414242
OpenPlaces::Province	Department	8	KE	Departamento de Rivas	Nicaragua	NI			North America	Americas	Central America	Latin America & Caribbean	11.3524	-85.7633	-86.1752009637387	10.9393592330001	-84.8849690347966	11.6820521104166	'de':2A 'departamento':1A 'nicaragua':4C 'riva':3A	0.435416402019862
OpenPlaces::Province	District	8	ZO	Zomba District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-15.4526	35.4256	35.0110726251015	-15.683435154309	35.8405302330001	-15.2070818005846	'district':2A 'malawi':3C 'zomba':1A	0.254081729027335
OpenPlaces::Province	District	8	BL	Blantyre District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-15.6875	34.9413	34.7363607108781	-16.0314759247741	35.1462581718771	-15.3510006646489	'blantyr':1A 'district':2A 'malawi':3C	0.16870444093669
OpenPlaces::Province	Federal Territory	6	KL	Kuala Lumpur	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	3.13836	101.698	101.621735468417	3.02692149543064	101.76312218604	3.23220612181511	'kuala':1A 'lumpur':2A 'malaysia':3C	0.0194494059539898
OpenPlaces::Province	Department	4	TL	Tillaberi Region	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	13.8777	2.19539	0.152941121000111	11.8965359500001	4.25362186006083	15.7208818371136	'niger':3C 'region':2A 'tillaberi':1A	7.65613440675499
OpenPlaces::Province	District	8	MJ	Mulanje District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-15.9868	35.5397	35.2830973650513	-16.2087209569533	35.796591427926	-15.606695651583	'district':2A 'malawi':3C 'mulanj':1A	0.151922746795418
OpenPlaces::Province	District	8	PH	Phalombe District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-15.6883	35.667	35.4967794128397	-15.9443494610588	35.8375582828943	-15.4591985327931	'district':2A 'malawi':3C 'phalomb':1A	0.121611766362908
OpenPlaces::Province	District	8	MW	Neno District	Malawi	MW			Africa	Africa	Eastern Africa	Sub-Saharan Africa	-15.4366	34.6946	34.4100232340001	-15.6106747370495	35.0546358578586	-15.200177714115	'district':2A 'malawi':3C 'neno':1A	0.144486721147243
OpenPlaces::Province	State	6	SL	Selangor	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	3.3078	101.428	100.812266472	2.59584996810678	101.964505243122	3.86167674398662	'malaysia':2C 'selangor':1A	0.628975020038038
OpenPlaces::Province	Department	8	ES	Departamento de Esteli	Nicaragua	NI			North America	Americas	Central America	Latin America & Caribbean	13.225	-86.4072	-86.7322198150924	12.8485183782206	-86.0995194162879	13.4381206322614	'de':2A 'departamento':1A 'est':3A 'nicaragua':4C	0.196695222756046
OpenPlaces::Province	District|Regencies	8	MT	Distrito Manatuto	East Timor	TL			Asia	Asia	South-Eastern Asia	East Asia & Pacific	-8.737	125.968	125.757523227915	-9.05730559678793	126.179202915682	-8.48113372199988	'distrito':1A 'east':3C 'manatuto':2A 'timor':4C	0.144485555797897
OpenPlaces::Province	State	6	KH	Kedah	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	5.80958	100.647	100.198731966419	5.08093048735212	101.094273315	6.52675441314284	'kedah':1A 'malaysia':2C	0.711077922996924
OpenPlaces::Province	State	6	PL	Perlis	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	6.52169	100.253	99.6452280600001	6.17179298200008	100.377658989785	6.70796376600015	'malaysia':2C 'per':1A	0.0999033360870571
OpenPlaces::Province	Department	8	MD	Departamento de Madriz	Nicaragua	NI			North America	Americas	Central America	Latin America & Caribbean	13.4963	-86.412	-86.7641295651635	13.2003573669989	-86.0596768865791	13.6601484237108	'de':2A 'departamento':1A 'madriz':3A 'nicaragua':4C	0.133856563250224
OpenPlaces::Province	State	6	ME	Melaka	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	2.32162	102.293	101.98707116	2.09297685170951	102.599350213841	2.4922771263883	'malaysia':2C 'melaka':1A	0.137031384094961
OpenPlaces::Province	Province	7	BN	Province of Batanes	Philippines	PH			Asia	Asia	South-Eastern Asia	East Asia & Pacific	21.1164	121.951	121.786387566	20.2734235700002	122.032725457	21.122381903	'batan':3A 'philippin':4C 'provinc':1A	0.0169409579937256
OpenPlaces::Province	State	6	NS	Negeri Sembilan	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	2.70857	102.149	101.721200959757	2.39132796860079	102.704563429758	3.28341746714243	'malaysia':3C 'negeri':1A 'sembilan':2A	0.544420809980654
OpenPlaces::Province	Region	4	OS	Omusati	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-18.3099	14.8918	14.1366361829135	-19.4176258278696	15.6469315926189	-17.3881364947517	'namibia':2C 'omusati':1A	2.27461666661885
OpenPlaces::Province	Region	4	ON	Oshana	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-18.4961	15.662	15.2860233897676	-19.3306543919866	16.0379154800154	-17.679230645278	'namibia':2C 'oshana':1A	0.726831033363758
OpenPlaces::Province	State	6	JH	Johor	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	2.00649	103.412	102.48059777197	1.27045319200012	104.294688347	2.89109935100008	'johor':1A 'malaysia':2C	1.56024683784973
OpenPlaces::Province	Admin-1 scale rank	10		Castello di Montegiardino	San Marino	SM			Europe	Europe	Southern Europe	Europe & Central Asia	43.9134	12.4699	12.4631759569049	43.9000732465124	12.4782867740001	43.9236547153928	'castello':1A 'di':2A 'marino':5C 'montegiardino':3A 'san':4C	0.000194620276844046
OpenPlaces::Province	District	9	NK	Nakaseke District	Uganda	UG			Africa	Africa	Eastern Africa	Sub-Saharan Africa	1.10855	32.1561	31.822275017678	0.539243883398569	32.4898311703722	1.47593089439528	'district':2A 'nakasek':1A 'uganda':3C	0.281681364558591
OpenPlaces::Province	Region	4	OT	Oshikoto	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-18.5381	17.0179	15.8412349788112	-19.5222189270618	18.1945797047895	-17.6955603982938	'namibia':2C 'oshikoto':1A	3.29540411623739
OpenPlaces::Province	State	3	EB	Ebonyi State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	6.32648	7.98254	7.52618696515628	5.69027313909407	8.43889611236571	6.79160126378733	'ebonyi':1A 'nigeria':3C 'state':2A	0.505545135656759
OpenPlaces::Province	Province	5	IL	Province des iles Loyaute	New Caledonia	NC			Oceania	Oceania	Melanesia	East Asia & Pacific	-21.5326	167.976	166.390879754	-21.658461196	168.144216342	-20.3834774719999	'caledonia':6C 'des':2A 'ile':3A 'loyaut':4A 'new':5C 'provinc':1A	0.175274713176363
OpenPlaces::Province	State	6	TE	Terengganu	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	4.94214	103.013	102.386288282778	3.87531932182928	103.496429884	5.85482080342761	'malaysia':2C 'terengganu':1A	1.06781599484942
OpenPlaces::Province	State	6	SK	Sarawak	Malaysia	MY			Asia	Asia	South-Eastern Asia	East Asia & Pacific	2.44952	113.344	109.528435506	0.851370341000077	115.675399611103	4.96232945969291	'malaysia':2C 'sarawak':1A	9.96782754240186
OpenPlaces::Province	Commune|Municipality	10	PD	Obcina Bistrica ob Sotli	Slovenia	SI			Europe	Europe	Southern Europe	Europe & Central Asia	46.048	15.6501	15.6075541518027	46.0263898786899	15.6928798471137	46.0764152979639	'bistrica':2A 'ob':3A 'obcina':1A 'slovenia':5C 'sot':4A	0.002206679718534
OpenPlaces::Province	Region	4	HA	Hardap	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-24.5108	17.2167	14.4519149100001	-25.8613151984377	19.9820666910001	-23.1809103331453	'hardap':1A 'namibia':2C	9.82222864449655
OpenPlaces::Province	Region	4	OW	Ohangwena	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-17.5789	16.7798	15.5591143460751	-17.9145134418419	18.0004829862005	-17.3885454227666	'namibia':2C 'ohangwena':1A	0.930442956493299
OpenPlaces::Province	Region	4	KH	Khomas	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-22.7056	17.1204	15.7346781757572	-24.0249931781926	18.5061885920299	-21.7053414852214	'khoma':1A 'namibia':2C	3.2256185774783
OpenPlaces::Province	Region	4	KU	Kunene	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-19.8757	13.9847	11.7176212900001	-21.187610344947	16.7128096860182	-16.9510572309999	'kunen':1A 'namibia':2C	9.96289060027639
OpenPlaces::Province	Admin-1 scale rank	10		Jarvis Island	U.S. Minor Outlying Is.	UM			North America	Seven seas (open ocean)	Seven seas (open ocean)	East Asia & Pacific	-0.380268	-160.018	-160.029977994	-0.388767184999935	-160.00890052	-0.372491143999909	'island':2A 'jarvi':1A 'minor':4C 'out':5C 'u.s':3C	0.000189782839310348
OpenPlaces::Province	Region	4	ER	Erongo	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-22.2166	15.0824	13.6281160732763	-23.8136365694722	16.5365930520278	-20.4872246225183	'erongo':1A 'namibia':2C	5.60568670214678
OpenPlaces::Province	Special Municipality	10		Bonaire	Netherlands	NL			Europe	Europe	Western Europe	Europe & Central Asia	12.2314	-68.3029	-68.4173884759999	12.0220401060001	-68.1900121739999	12.3102074240001	'bonair':1A 'netherland':2C	0.0223550764581156
OpenPlaces::Province	Region	4	OH	Omaheke	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-22.0526	19.4738	17.963379347379	-23.8644887020959	20.9847961830001	-20.2427434215717	'namibia':2C 'omahek':1A	7.29470022087796
OpenPlaces::Province	Region	4	OK	Okavango	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-18.5224	19.4968	18.000172966709	-19.1889059382585	20.9934364758064	-17.3891155568687	'namibia':2C 'okavango':1A	3.69212139282335
OpenPlaces::Province	State	3	AN	Anambra State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	6.30827	6.98472	6.6057263525891	5.69427806208287	7.36371626089672	6.77612417239271	'anambra':1A 'nigeria':3C 'state':2A	0.384591367398777
OpenPlaces::Province	Department	4	MA	Maradi	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	14.1148	7.41198	6.28264529784224	12.9918437710001	8.54131880032239	15.4432953965653	'maradi':1A 'niger':2C	3.30163586442003
OpenPlaces::Province	Capital District	4	NI	Niamey	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	13.562	2.12167	1.97245163673367	13.3658307960544	2.27821939760713	13.62688099756	'niamey':1A 'niger':2C	0.0561548714719814
OpenPlaces::Province	Highly Urbanized City	7	LN	Iligan	Philippines	PH			Asia	Asia	South-Eastern Asia	East Asia & Pacific	8.26296	124.396	124.232269727183	8.00747020088907	124.629736769836	8.37561310516071	'iligan':1A 'philippin':2C	0.0552567637735542
OpenPlaces::Province	State	3	OS	Osun State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	7.47613	4.54911	4.03410037573173	6.97910919813101	5.06411502398916	8.08147085249784	'nigeria':3C 'osun':1A 'state':2A	0.755764164428223
OpenPlaces::Province	Region	4	CA	Caprivi	Namibia	NA			Africa	Africa	Southern Africa	Sub-Saharan Africa	-17.8491	23.1229	20.9864545259778	-18.4781991569999	25.2597807210001	-17.4713355499999	'caprivi':1A 'namibia':2C	1.70704115923603
OpenPlaces::Province	State	3	AK	Akwa Ibom State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	4.89926	7.90963	7.46283165875411	4.49754466400015	8.35645592500012	5.52992116922653	'akwa':1A 'ibom':2A 'nigeria':4C 'state':3A	0.542537877165074
OpenPlaces::Province	Province	5	SU	Province Sud	New Caledonia	NC			Oceania	Oceania	Melanesia	East Asia & Pacific	-22.608	167.487	165.111702409503	-22.6706682269998	167.555186394	-21.3153394506551	'caledonia':4C 'new':3C 'provinc':1A 'sud':2A	0.639027563336232
OpenPlaces::Province	Province	5	NO	Province Nord	New Caledonia	NC			Oceania	Oceania	Melanesia	East Asia & Pacific	-21.0082	165.058	163.615733269	-21.6069495577758	166.082313340025	-19.623711847	'caledonia':4C 'new':3C 'nord':2A 'provinc':1A	0.825800368186281
OpenPlaces::Province	State	3	PL	Plateau State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	8.95327	9.60601	8.55899213957562	8.34755280222002	10.6530245301579	10.3453895132154	'nigeria':3C 'plateau':1A 'state':2A	2.26835107317561
OpenPlaces::Province	Department	4	DF	Diffa	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	15.7652	13.0899	10.6125618828246	13.0641649370001	15.5676979271088	18.0000385603313	'diffa':1A 'niger':2C	12.2365677066482
OpenPlaces::Province	State	3	ZA	Zamfara State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	12.0084	6.12834	5.02349734882358	10.8627481139343	7.23318159315602	13.1748996669931	'nigeria':3C 'state':2A 'zamfara':1A	2.85379188233041
OpenPlaces::Province	Department	4	AG	Agadez	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	19.4523	10.0991	4.2286096600001	15.3345165063317	15.9703218990001	23.5173511760001	'agadez':1A 'niger':2C	53.5759438939799
OpenPlaces::Province	Regional Council	6	TK	Taranaki	New Zealand	NZ			Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	-39.3382	174.414	173.759287957	-39.8594703099999	175.067691684624	-38.7073609707012	'new':2C 'taranaki':1A 'zealand':3C	0.836775324820373
OpenPlaces::Province	Department	4	ZI	Zinder	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	14.5314	9.66231	7.32449384881204	12.8013902800001	12.0001257669905	17.5003791372873	'niger':2C 'zinder':1A	12.281218965349
OpenPlaces::Province	Regional Council	6	WC	West Coast	New Zealand	NZ			Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	-43.362	170.402	168.103282097	-44.4899972464757	172.70163455589	-40.7775204409999	'coast':2A 'new':3C 'west':1A 'zealand':4C	2.46435673590878
OpenPlaces::Province	Commune|Municipality	10	PR	Obcina Prebold	Slovenia	SI			Europe	Europe	Southern Europe	Europe & Central Asia	46.2214	15.0943	15.0450561871933	46.184364731747	15.1436031433703	46.2576677522649	'obcina':1A 'prebold':2A 'slovenia':3C	0.00465313732051966
OpenPlaces::Province	State	3	NA	Nassarawa State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	8.50412	8.27694	6.93841922376816	7.77508128507326	9.61546512211771	9.34594147411971	'nassarawa':1A 'nigeria':3C 'state':2A	2.14789410932471
OpenPlaces::Province	Department	4	TH	Tahoua	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	15.6002	5.27361	3.87384940221403	13.6408222460001	6.67368086118282	18.645373847525	'niger':2C 'tahoua':1A	8.84285296095293
OpenPlaces::Province	Department	4	DS	Dosso Region	Niger	NE			Africa	Africa	Western Africa	Sub-Saharan Africa	12.8124	3.55023	2.47471235509116	11.69577301	4.62584467714501	14.6578653020421	'dosso':1A 'niger':3C 'region':2A	2.62279864958519
OpenPlaces::Province	State	3	OG	Ogun State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	7.01845	3.29255	2.67169450504875	6.31684988051759	4.59499637168517	7.95796417880386	'nigeria':3C 'ogun':1A 'state':2A	1.32641072699309
OpenPlaces::Province	State	3	CR	Cross River State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	5.93762	8.67873	7.86900841580575	4.70404694200006	9.48859022582928	6.89167267515379	'cross':1A 'nigeria':4C 'river':2A 'state':3A	1.71563856559532
OpenPlaces::Province	State	3	BO	Borno State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	12.0019	13.1533	11.6371505056913	10.0360285515764	14.6699361570001	13.7144094850001	'borno':1A 'nigeria':3C 'state':2A	5.89584335229658
OpenPlaces::Province	State	3	AB	Abia State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	5.57402	7.56019	7.16331505664454	4.81738068317199	7.95706505730655	6.02219086301794	'abia':1A 'nigeria':3C 'state':2A	0.383965339744577
OpenPlaces::Province	State	3	RI	Rivers State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	4.9979	6.81969	6.38579145711006	4.33893463700011	7.58448326900009	5.72316518822285	'nigeria':3C 'river':1A 'state':2A	0.687872296280167
OpenPlaces::Province	State	3	EN	Enugu State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	6.55396	7.38408	6.90596642421116	5.92808808030068	7.8621871273341	7.10783519074153	'enugu':1A 'nigeria':3C 'state':2A	0.629538235011588
OpenPlaces::Province	Admin-1 scale rank	10		Middle Caicos	Turks and Caicos Is.	TC			North America	Americas	Caribbean	Latin America & Caribbean	21.8196	-71.7669	-71.8506567049999	21.743882554	-71.6309301419999	21.8562686220001	'caico':2A,5C 'middl':1A 'turk':3C	0.0117242245280455
OpenPlaces::Province	State	3	ON	Ondo State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	7.1444	5.19165	4.3549076682543	5.85478032388176	6.02839725083248	7.77043040603837	'nigeria':3C 'ondo':1A 'state':2A	1.18825313298615
OpenPlaces::Province	State	3	TA	Taraba State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	7.93608	10.5428	9.1141003758317	6.42997039800007	11.971497023269	9.60264415140647	'nigeria':3C 'state':2A 'taraba':1A	4.95921718666535
OpenPlaces::Province	State	3	BY	Bayelsa State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	4.73907	5.97421	5.38599694100006	4.27216217700001	6.72263514651718	5.39303030010822	'bayelsa':1A 'nigeria':3C 'state':2A	0.805747634197895
OpenPlaces::Province	State	3	BE	Benue State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	7.48719	8.70736	7.49373416469993	6.41820809496387	9.92097619039882	8.13335399049429	'benu':1A 'nigeria':3C 'state':2A	2.57723627694895
OpenPlaces::Province	State	3	OY	Oyo State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	8.18969	3.61681	2.67108199000012	7.04463491486945	4.56306033696498	9.17752798143124	'nigeria':3C 'oyo':1A 'state':2A	2.25698147661381
OpenPlaces::Province	Commune|Municipality	10	PL	Obcina Polzela	Slovenia	SI			Europe	Europe	Southern Europe	Europe & Central Asia	46.3034	15.087	15.0512573580407	46.2550064155137	15.1228292168949	46.351693019717	'obcina':1A 'polzela':2A 'slovenia':3C	0.00396629995472396
OpenPlaces::Province	Commune|Municipality	10	GR	Obcina Grosuplje	Slovenia	SI			Europe	Europe	Southern Europe	Europe & Central Asia	45.9421	14.6714	14.591027051757	45.8747712270105	14.7517924327746	46.011145331292	'grosuplj':2A 'obcina':1A 'slovenia':3C	0.0157538405989083
OpenPlaces::Province	District	9	BG	Bugiri District	Uganda	UG			Africa	Africa	Eastern Africa	Sub-Saharan Africa	0.536737	33.7627	33.5969782027818	0.321686102931281	33.9571317890009	0.732927151067116	'bugiri':1A 'district':2A 'uganda':3C	0.0832020902307423
OpenPlaces::Province	Admin-1 scale rank	10		Inner Islands	Seychelles	SC			Seven seas (open ocean)	Africa	Eastern Africa	Sub-Saharan Africa	-4.35949	55.8393	55.2214461600002	-4.59275514723018	55.9501440264398	-3.79111093499991	'inner':1A 'island':2A 'seychell':3C	0.00334519635107414
OpenPlaces::Province	State	3	BA	Bauchi State	Nigeria	NG			Africa	Africa	Western Africa	Sub-Saharan Africa	10.4101	9.88584	8.69665815594919	9.49665578913334	11.0750142762878	12.5024413107179	'bauchi':1A 'nigeria':3C 'state':2A	4.05366279835355
